aah
carbonise
carbonize
carboxylate
carburet
carburise
carburize
card
care
care a hang
careen
career
care for
caress
caricature
carjack
cark
carmine
carnalise
carnalize
carnify
carol
carom
carouse
carp
carpenter
carpet
carpet bomb
carry
carry away
carry back
carry forward
carry off
carry on
carry out
carry over
carry the can
carry through
carry to term
carry weight
cart
cart away
cart off
cartoon
cartwheel
carve
carve out
carve up
cascade
cascade down
case
caseate
cash
cashier
cash in
cash in on
cash in one's chips
cash out
casket
cast
cast about
cast anchor
cast around
cast aside
cast away
cast down
castigate
castle
cast off
cast on
cast out
castrate
cat
catabolise
catabolize
catalog
catalogue
catalyse
catalyze
catapult
catcall
catch
catch a glimpse
catch a wink
catch cold
catch fire
catch it
catch on
catch one's breath
catch out
catch sight
catch some z's
catch up
catch up with
catechise
catechize
categorise
categorize
catenate
catenulate
cater
caterwaul
cathect
catheterise
catheterize
catholicise
catholicize
catnap
caucus
caulk
cause
cause to be perceived
cause to sleep
causeway
cauterise
cauterize
caution
cave
cave in
cavern
cavern out
cavil
cavort
caw
cease
cede
celebrate
cell phone
cement
cense
censor
censure
census
center
center on
center punch
centralise
centralize
centre
centrifugate
centrifuge
cere
cerebrate
certificate
certify
cha-cha
chafe
chaff
chaffer
chagrin
chain
chain-smoke
chain up
chair
chairman
chalk
chalk out
chalk up
challenge
chamber
chamfer
champ
champion
chance
chance on
chance upon
chandelle
change
change by reversal
change course
change form
change hands
change integrity
change intensity
change magnitude
change over
change owners
change posture
change shape
change state
change surface
change taste
channel
channelise
channelize
channel-surf
chant
chap
chaperon
chaperone
char
character
characterise
characterize
charcoal
charge
charge up
chariot
charleston
charm
chart
charter
chase
chase after
chase away
chasse
chasten
chastise
chat
chatter
chat up
chauffeur
chaw
cheapen
cheat
cheat on
check
checker
check in
check into
checkmate
check off
check out
check over
checkrow
check up on
cheek
cheep
cheer
cheerlead
cheer up
cheese
chelate
chemisorb
cheque
chequer
cherish
chevvy
chevy
chew
chew out
chew over
chew the fat
chew up
chicane
chickenfight
chicken-fight
chicken out
chide
childproof
child-proof
chill
chill out
chime
chime in
chin
chine
chink
chin up
chip
chip at
chip away
chip away at
chip in
chip off
chirk
chirk up
chiromance
chirp
chirr
chirrup
chisel
chisel in
chitchat
chit-chat
chitter
chivvy
chivy
chlorinate
chloroform
chock
chock up
choir
choke
choke back
choke down
choke off
choke up
chomp
chondrify
choose
choose up
chop
chop down
chop off
chop up
chord
choreograph
chortle
chorus
chouse
christen
christianise
christianize
chrome
chromium-plate
chronicle
chronologise
chronologize
chuck
chuckle
chuck out
chuck up the sponge
chuff
chug
chum up
chunk
church
churn
churn out
churn up
churr
chute
cicatrise
cicatrize
cinch
cinematise
cinematize
cipher
circle
circle around
circle round
circuit
circularise
circularize
circulate
circumambulate
circumcise
circumfuse
circumnavigate
circumscribe
circumstantiate
circumvallate
circumvent
circumvolute
circumvolve
cite
citify
citrate
civilise
civilize
clabber
clack
claim
clam
clamber
clamor
clamour
clamp
clamp down
clam up
clang
clangor
clangour
clank
clap
clapboard
clap on
clapperclaw
clap together
clap up
claret
clarify
clarion
clash
clasp
class
classicise
classicize
classify
clatter
claver
claw
claxon
clean
clean house
clean out
cleanse
clean up
clear
clear away
clear-cut
clear off
clear out
clear the air
clear the throat
clear up
cleat
cleave
clench
clerk
clew
click
click off
click open
climax
climb
climb down
climb on
climb up
clinch
cling
cling to
clink
clinker
clip
clitter
cloak
clobber
clock
clock in
clock off
clock on
clock out
clock up
clog
clog up
cloister
clomp
clone
clop
close
close down
close in
close off
close out
closet
close up
closure
clot
clothe
cloture
cloud
cloud over
cloud up
clout
clown
clown around
cloy
club
cluck
clue
clue in
clump
clunk
cluster
clutch
clutter
clutter up
coach
coact
coagulate
coal
coalesce
coapt
coarsen
coast
coat
co-author
coax
cobble
cobblestone
cobble together
cobble up
cocainise
cocainize
cock
cocker
cockle
cock up
coconspire
cocoon
cod
coddle
code
codify
coeducate
co-educate
coerce
coexist
coffin
cog
coggle
cogitate
cognise
cognize
cohabit
cohere
coif
coiffe
coiffure
coil
coin
coincide
coinsure
coke
coldcock
cold-cream
cold-shoulder
coldwork
cold work
collaborate
collapse
collar
collate
collateralize
collect
collectivise
collectivize
collide
collide with
colligate
collimate
collocate
collocate with
collogue
collude
colly
colonise
colonize
color
colorcast
color in
colorise
colorize
colour
colour in
colourise
colourize
comb
combat
combine
comb out
combust
come
come about
come across
come after
come alive
come along
come apart
come around
come away
come back
come before
come by
come close
come down
come forth
come forward
come home
come in
come in for
come in handy
come into
come into being
come near
come of age
come off
come on
come out
come out of the closet
come over
come round
come short
come through
come to
come together
come to grips
come to hand
come to life
come to light
come to mind
come to the fore
come up
come upon
come up to
come with
comfit
comfort
command
commandeer
commemorate
commence
commend
comment
commentate
commercialise
commercialize
comminate
commingle
comminute
commiserate
commission
commit
commit suicide
commix
commove
communalise
communalize
commune
communicate
communise
communize
commutate
commute
compact
companion
company
compare
comparison-shop
compart
compartmentalise
compartmentalize
compass
compassionate
compel
compensate
compere
compete
compile
complain
complect
complement
complete
complexify
complexion
complicate
compliment
complot
comply
comport
compose
compost
compound
comprehend
compress
comprise
compromise
compute
computerise
computerize
con
concatenate
conceal
concede
conceive
conceive of
concenter
concentrate
concentrate on
concentre
conceptualise
conceptualize
concern
concert
concertina
concertise
concertize
conciliate
conclude
concoct
concord
concrete
concretise
concretize
concur
concuss
condemn
condense
condescend
condition
condole
condole with
condone
conduce
conduct
cone
confab
confabulate
confect
confection
confederate
confer
confer with
confess
confide
configure
confine
confine to
confirm
confiscate
conflagrate
conflate
conflict
conform
conform to
confound
confront
confuse
confute
conga
conge
congeal
congee
congest
conglobate
conglobe
conglomerate
conglutinate
congratulate
congregate
conjecture
conjoin
conjugate
conjure
conjure up
conk
conk out
conn
connect
connive
connive at
connote
conquer
conscript
consecrate
consent
conserve
consider
consign
consist
consociate
console
consolidate
consonate
consort
conspire
constellate
consternate
constipate
constitute
constitutionalise
constitutionalize
constrain
constrict
constringe
construct
construe
construe with
consubstantiate
consult
consume
consummate
contact
contain
containerise
containerize
contaminate
contemn
contemplate
contemporise
contemporize
contend
content
contest
continue
contort
contour
contract
contract in
contract out
contradance
contra danse
contradict
contradistinguish
contraindicate
contrast
contravene
contredanse
contribute
contrive
control
controvert
contuse
convalesce
convect
convene
conventionalise
conventionalize
converge
converse
convert
convey
convict
convince
convoke
convolute
convolve
convoy
convulse
coo
cooccur
co-occur
co-occur with
cooccur with
cook
cook out
cook up
cool
cool down
cool it
cool off
cool one's heels
cooper
cooperate
coop in
co-opt
coop up
coordinate
cop
cope
copolymerise
copolymerize
cop out
copper
copper-bottom
copulate
copy
copyedit
copy out
copyread
copyright
coquet
coquette
corbel
cord
cordon off
corduroy
core
core out
cork
corkscrew
cork up
corn
corner
cornice
coronate
corrade
corral
correct
correlate
correspond
corroborate
corrode
corrugate
corrupt
corset
coruscate
cosh
cosign
co-sign
cosponsor
cosset
cost
co-star
costume
cotton
cotton on
cotton up
couch
cough
cough out
cough up
counsel
count
count down
countenance
counter
counteract
counterattack
counterbalance
counterchallenge
counterchange
countercheck
counterclaim
counter-drill
counterfeit
countermand
countermarch
countermine
counterplot
counterpoint
counterpoise
counterpose
countersign
countersink
counterstrike
countervail
counterweight
count off
count on
count out
country-dance
couple
couple on
couple up
course
court
court favor
court favour
court-martial
co-vary
covenant
cover
cover for
cover up
covet
cow
cower
cowhide
cowl
cox
cozen
cozy up
crab
crack
crack down
crackle
crack up
cradle
craft
cram
cramp
cranch
crane
crank
crank out
crank up
crap
crape
crap up
crash
crash-dive
crash land
crate
craunch
crave
crawfish
crawfish out
crawl
crawl in
crayon
craze
creak
cream
cream off
crease
create
create by mental act
create from raw material
create from raw stuff
create mentally
create verbally
credit
creep
creep in
creep up
cremate
crenel
crenelate
crenellate
creolize
creosote
crepe
crepitate
crescendo
crest
crew
crib
crick
cricket
criminalise
criminalize
criminate
crimp
crimson
cringe
crinkle
cripple
crisp
crispen
crisscross
criticise
criticize
critique
croak
crochet
crock
crock up
cronk
crook
croon
crop
crop out
crop up
croquet
cross
crossbreed
cross-check
crosscut
cross-dress
cross examine
cross-fertilise
cross-fertilize
cross-file
crosshatch
cross-index
cross-link
cross off
cross oneself
cross out
cross-pollinate
cross question
cross-refer
crossruff
crouch
crow
crowd
crowd out
crowd together
crown
crucify
cruise
crumb
crumble
crump
crumple
crunch
crusade
crush
crush out
crust
cry
cry for
cry out
cry out for
crystalise
crystalize
crystallise
crystallize
cub
cube
cuckold
cuckoo
cuddle
cudgel
cue
cuff
cull
cull out
culminate
cultivate
culture
cumber
cumulate
cup
curb
curdle
cure
curl
curl up
curry
currycomb
curry favor
curry favour
curse
curtail
curtain
curtain off
curtsey
curtsy
curve
curvet
cushion
cuss
customise
customize
custom-make
cut
cut across
cut away
cut back
cut corners
cut down
cut in
cutinize
cut into
cut off
cut out
cut short
cut through
cut to
cut to ribbons
cut up
cybernate
cycle
cycle on
cyclostyle
cypher
dab
dabble
dado
daisy-chain
dally
dam
damage
damascene
damn
damp
dampen
dam up
dance
dandify
dandle
dangle
dapple
dare
darken
darn
dart
dash
dash down
dash off
date
date back
date from
dateline
datemark
date-mark
date stamp
daub
daunt
dawdle
dawn
daydream
daze
dazzle
de-access
deaccession
deactivate
deaden
deaerate
de-aerate
deaf
deafen
deal
deal out
deaminate
deaminize
debar
debark
debase
debate
debauch
debilitate
debit
debone
debouch
debrief
debug
debunk
debut
decaffeinate
decalcify
decamp
decant
decapitate
decarbonate
decarbonise
decarbonize
decarboxylate
decarburise
decarburize
decay
decease
deceive
decelerate
decentralise
decentralize
decerebrate
decertify
dechlorinate
decide
decimalise
decimalize
decimate
decipher
deck
deck out
deck up
declaim
declare
declare oneself
declassify
declaw
decline
declutch
decoct
decode
decoke
decollate
decolonise
decolonize
decolor
decolorise
decolorize
decolour
decolourise
decolourize
decommission
decompose
decompress
deconcentrate
deconsecrate
deconstruct
decontaminate
decontrol
decorate
decorticate
decouple
decoy
decrease
decree
decrepitate
decrescendo
decriminalise
decriminalize
decry
decrypt
decussate
dedicate
dedifferentiate
deduce
deduct
deed over
deem
de-emphasise
de-emphasize
de-energise
de-energize
deep-dye
deepen
deep-fat-fry
deep freeze
deep-fry
deep-six
de-escalate
deface
defalcate
defame
defang
defat
default
default on
defeat
defecate
defect
defeminise
defeminize
defend
defenestrate
defer
defervesce
defibrillate
defibrinate
defile
define
deflagrate
deflate
deflect
deflower
defog
defoliate
deforest
deform
defraud
defray
defrock
defrost
defuse
defy
degas
degauss
degenerate
deglaze
deglycerolise
deglycerolize
degrade
degrease
degust
dehisce
dehorn
dehumanise
dehumanize
dehumidify
dehydrate
dehydrogenate
deice
de-ice
deify
deign
de-iodinate
de-ionate
deionize
deject
delay
delegate
delete
deliberate
delight
delimit
delimitate
delineate
deliquesce
delist
deliver
deliver the goods
delocalize
delouse
delude
deluge
delve
demagnetise
demagnetize
demand
demarcate
demasculinise
demasculinize
dematerialise
dematerialize
demean
demilitarise
demilitarize
demineralise
demineralize
demise
demist
demo
demob
demobilise
demobilize
democratise
democratize
demodulate
demolish
demonetise
demonetize
demonise
demonize
demonstrate
demoralise
demoralize
demote
demulsify
demur
demyelinate
demystify
demythologise
demythologize
denationalise
denationalize
denaturalise
denaturalize
denature
denazify
denigrate
denitrify
denominate
denote
denounce
dent
denudate
denude
deny
deodorise
deodorize
deodourise
deoxidise
deoxidize
deoxygenate
depart
depend
depend on
depend upon
depersonalise
depersonalize
depict
depilate
deplane
deplete
deplore
deploy
deplumate
deplume
depolarise
depolarize
depone
depopulate
deport
depose
deposit
deprave
deprecate
depreciate
depress
depressurise
depressurize
deprive
depute
deputise
deputize
deracinate
derail
derange
derate
derecognise
derecognize
deregulate
derequisition
derestrict
deride
derive
derogate
desacralize
desalinate
desalinise
desalinize
desalt
descale
descant
descant on
descend
describe
descry
desecrate
desegregate
desensitise
desensitize
desert
deserve
desex
desexualise
desexualize
desiccate
design
designate
desire
desist
desolate
desorb
despair
despatch
despise
despoil
despond
desquamate
destabilise
destabilize
destain
destalinise
destalinize
destine
destress
destroy
destruct
desulfurize
desulphurize
desynchronise
desynchronize
detach
detail
detain
detect
deter
deterge
deteriorate
determine
detest
dethaw
dethrone
detick
detonate
detour
detox
detoxicate
detoxify
detract
detrain
detransitivise
detransitivize
detribalise
detribalize
detusk
devaluate
devalue
devastate
devein
develop
deviate
devil
devilise
devilize
devise
devitalise
devitalize
devitrify
devoice
devolve
devolve on
devote
devour
diabolise
diabolize
diagnose
diagonalise
diagonalize
diagram
dial
dialyse
dialyze
diazotize
dibble
dice
dichotomise
dichotomize
dicker
dictate
didder
diddle
die
die away
die back
die down
die hard
die off
die out
diet
differ
differentiate
diffract
diffuse
dig
digest
dig in
dig into
digitalise
digitalize
digitise
digitize
dignify
dig out
digress
dig up
dike
dilapidate
dilate
dillydally
dilly-dally
dilute
dim
dimension
diminish
dimple
din
dine
dine in
dine out
ding
dingdong
dinge
dip
diphthongise
diphthongize
dip into
dip solder
direct
dirty
disable
disabuse
disaccord
disadvantage
disaffect
disafforest
disagree
disagree with
disallow
disambiguate
disappear
disappoint
disapprove
disarm
disarrange
disarray
disarticulate
disassemble
disassociate
disavow
disband
disbar
disbelieve
disbud
disburden
disburse
discard
discase
discern
discerp
discharge
discipline
disc-jockey
disclaim
disclose
disco
discolor
discolorise
discolorize
discolour
discolourise
discombobulate
discomfit
discommode
discompose
disconcert
disconnect
discontent
discontinue
discord
discount
discountenance
discourage
discourse
discover
discredit
discriminate
discuss
disdain
disembark
disembarrass
disembody
disembowel
disembroil
disenable
disenchant
disencumber
disenfranchise
disengage
disentangle
disestablish
disesteem
disfavor
disfavour
disfigure
disforest
disfranchise
disgorge
disgrace
disgruntle
disguise
disgust
dish
disharmonize
dishearten
dishevel
dishonor
dishonour
dish out
dish the dirt
dish up
disillusion
disincarnate
disincline
disinfect
disinfest
disinherit
disintegrate
disinter
disinvest
disinvolve
disjoin
disjoint
disk
disk-jockey
dislike
dislocate
dislodge
dismantle
dismay
dismember
dismiss
dismount
disobey
disoblige
disorder
disorganise
disorganize
disorient
disorientate
disown
disparage
dispatch
dispel
dispense
dispense with
disperse
dispirit
displace
display
displease
displume
disport
dispose
dispose of
dispossess
dispread
disprove
dispute
disqualify
disquiet
disregard
disrespect
disrobe
disrupt
diss
dissatisfy
dissect
dissemble
disseminate
dissent
dissertate
dissever
dissimilate
dissimulate
dissipate
dissociate
dissolve
dissonate
dissuade
distance
distemper
distend
distil
distill
distinguish
distort
distract
distrain
distress
distribute
district
distrust
disturb
disunify
disunite
ditch
dither
ditto
divagate
divaricate
dive
dive-bomb
diverge
diversify
divert
divest
divide
divine
divorce
divulge
divvy up
dizen
dizzy
dj
do
do a job on
do away with
do by
dock
docket
doctor
doctor up
document
dodder
dodge
do drugs
doff
dog
dogfight
dogmatise
dogmatize
do good
dogsled
do in
do it
do justice
dole out
doll up
domesticate
domesticise
domesticize
domicile
domiciliate
dominate
domineer
don
donate
dong
doodle
doom
do one's best
dope
dope off
dope up
dose
doss
doss down
dot
dote
do the dishes
do the honors
double
double back
double birdie
double bogey
double-check
double crochet
double cross
double-date
double dye
double-glaze
double over
double-park
double-space
double stitch
double-team
double tongue
double up
doubt
douche
do up
douse
dovetail
do well
do well by
dower
down
downgrade
download
downplay
downsize
do work
dowse
doze
doze off
draft
drag
drag a bunt
drag down
draggle
drag in
drag on
drag one's feet
drag one's heels
dragoon
drag out
drag through the mud
drag up
drain
drain the cup
dramatise
dramatize
drape
draught
draw
draw a bead on
draw a blank
draw a line
draw and quarter
draw away
draw back
draw close
draw in
drawl
draw near
draw off
draw out
