aah
abacinate
abandon
abase
abash
abate
abbreviate
abdicate
abduce
abduct
aberrate
abet
abhor
abide
abide by
abjure
ablactate
ablate
abnegate
abolish
abominate
abort
abound
abound in
about-face
abrade
abrase
abreact
abridge
abrogate
abscise
abscond
abseil
absent
absolve
absorb
absquatulate
abstain
abstract
abuse
abut
aby
abye
accede
accelerate
accent
accentuate
accept
access
accession
acclaim
acclimate
acclimatise
acclimatize
accommodate
accompany
accomplish
accord
accost
account
account for
accouter
accoutre
accredit
accrete
accrue
acculturate
accumulate
accurse
accuse
accustom
ace
acerbate
acetify
acetylate
acetylise
acetylize
ache
achieve
achromatise
achromatize
acidify
acidulate
acid-wash
acknowledge
acquaint
acquiesce
acquire
acquit
act
act as
act involuntarily
action
activate
act on
act out
act reflexively
act superior
actualise
actualize
actuate
act up
act upon
acuminate
adapt
add
addict
addle
add on
address
add to
add together
adduce
adduct
add up
adhere
adjoin
adjourn
adjudge
adjudicate
adjure
adjust
ad-lib
admeasure
administer
administrate
admire
admit
admix
admonish
adolesce
adopt
adore
adorn
adsorb
adulate
adulterate
adumbrate
advance
advantage
advect
adventure
advert
advertise
advertize
advise
advocate
aerate
aerify
aerosolise
aerosolize
aestivate
affect
affiance
affiliate
affirm
affix
afflict
afford
afforest
affranchise
affright
affront
age
agenise
agenize
agglomerate
agglutinate
aggrade
aggrandise
aggrandize
aggravate
aggregate
aggress
aggrieve
aggroup
agitate
agnise
agnize
agonise
agonize
agree
aid
ail
aim
air
airbrush
air-condition
air-cool
air-drop
airfreight
air-freight
airlift
airmail
air out
air-ship
air-slake
airt
alarm
alchemise
alchemize
alcoholise
alcoholize
alert
alibi
alien
alienate
alight
align
aliment
aline
alkalify
alkalinise
alkalinize
alkalise
alkalize
allay
allege
allegorise
allegorize
alleviate
alligator
alliterate
allocate
allot
allow
allowance
allow for
allow in
alloy
allude
allure
ally
ally with
alphabetise
alphabetize
alter
altercate
alternate
aluminise
aluminize
amalgamate
amass
amaze
ambition
amble
ambulate
ambuscade
ambush
ameliorate
amend
amerce
americanise
americanize
ammoniate
ammonify
amnesty
amortise
amortize
amount
amplify
amputate
amuse
anaesthetise
anaesthetize
anagram
anagrammatise
anagrammatize
analogise
analogize
analyse
analyze
anastomose
anathematise
anathematize
anathemise
anathemize
anatomise
anatomize
anchor
ancylose
anele
anesthetise
anesthetize
anger
angle
angle-park
anglicise
anglicize
anguish
angulate
animadvert
animalise
animalize
animate
animise
animize
ankylose
anneal
annex
annihilate
annotate
announce
annoy
annul
annunciate
anodise
anodize
anoint
answer
answer for
antagonise
antagonize
ante
antecede
antedate
ante up
anthologise
anthologize
anthropomorphise
anthropomorphize
antic
anticipate
antiquate
antique
antisepticize
ape
aphorise
aphorize
apologise
apologize
apostatise
apostatize
apostrophise
apostrophize
apotheose
apotheosise
apotheosize
appal
appall
apparel
appeal
appear
appease
append
apperceive
appertain
applaud
applique
apply
appoint
apportion
appose
appraise
appreciate
apprehend
apprentice
apprise
apprize
approach
approbate
appropriate
approve
approximate
aquaplane
aquatint
arbitrage
arbitrate
arborise
arborize
arc
arch
archaise
archaize
archive
arch over
argue
argufy
arise
arm
armor
armour
aromatise
aromatize
arouse
arraign
arrange
array
arrest
arrive
arrive at
arrogate
arse about
arse around
arterialise
arterialize
article
articulate
ascend
ascertain
ascribe
ash
ask
ask for
ask for it
ask for trouble
ask in
ask out
ask over
ask round
asperse
asphalt
asphyxiate
aspirate
aspire
assail
assassinate
assault
assay
assemble
assent
assert
assert oneself
assess
asseverate
assibilate
assign
assimilate
assist
associate
assoil
assonate
assort
assuage
assume
assure
asterisk
astonish
astound
astringe
astrogate
atom-bomb
atomise
atomize
atone
atrophy
attach
attach to
attack
attain
attaint
attemper
attempt
attend
attend to
attenuate
attest
attire
attitudinise
attitudinize
attorn
attract
attribute
attune
auction
auctioneer
auction off
audit
audition
augment
augur
aurify
auscultate
auspicate
authenticate
author
authorise
authorize
autoclave
autograph
automate
automatise
automatize
automobile
autopsy
autotomise
autotomize
avail
avalanche
avenge
aver
average
average out
avert
avianise
avianize
aviate
avoid
avouch
avow
avulse
await
awake
awaken
award
awe
ax
axe
azure
baa
babbitt
babble
babble out
baby
babysit
baby-sit
bach
bachelor
back
back away
backbite
backcross
backdate
back down
backfire
background
backhand
backlash
backlog
back off
back out
backpack
backpedal
backscatter
backslap
backslide
backspace
backstitch
backstop
backstroke
backtrack
back up
bacterise
bacterize
badge
badger
badmouth
baffle
bag
bail
bail out
bait
bake
balance
bald
bale
bale out
balk
balkanise
balkanize
ball
ballast
balloon
ballot
ball over
ball up
ballyhoo
ballyrag
bamboozle
ban
band
bandage
band oneself
band together
bandy
bandy about
bang
bang out
bang up
banish
bank
bankroll
bankrupt
banquet
banter
baptise
baptize
bar
barb
barbarise
barbarize
barbecue
barbeque
barber
bard
barde
bare
barf
bargain
bargain down
barge
barge in
bar hop
bark
bar mitzvah
barnstorm
baronetise
baronetize
barrack
barrage
barrage jam
barrel
barricade
barricado
barter
barter away
base
bash
basify
bask
basset
bastardise
bastardize
baste
bastinado
bat
batch
bate
batfowl
bathe
batik
bat mitzvah
batten
batten down
batter
battle
baulk
bawl
bawl out
bay
bayonet
be
beach
beacon
be active
bead
be adrift
be after
beak
beam
be amiss
bean
bear
bear away
beard
bear down
bear down on
bear down upon
bear in mind
bear off
bear on
bear out
bear up
bear upon
bear witness
beat
beat about
beat a retreat
beat around the bush
beat back
beat down
beatify
beat in
beat out
be at pains
beat up
beautify
beaver
beaver away
bebop
be born
becalm
bechance
becharm
beckon
becloud
become
become flat
bed
bedamn
bedaub
bedaze
bedazzle
bed down
bedeck
bedevil
bedew
bedhop
bed-hop
bedight
bedim
bedizen
bedraggle
be due
beef
beef up
beep
beeswax
beetle
beetle off
befall
befit
befog
befool
befoul
befriend
befuddle
be full
beg
beget
beggar
begild
begin
be given
beg off
begrime
begrudge
beguile
behave
behead
behold
behoove
behove
be intimate
bejewel
be known as
belabor
belabour
belay
belch
beleaguer
belie
believe
believe in
belittle
bell
bellow
bell the cat
belly
bellyache
belly dance
belly-flop
belly-land
bellylaugh
belly out
belong
belong to
belt
belt along
belt down
belt out
belt up
bemire
bemoan
bemock
bemuse
bench
bend
benday
bend over backwards
benefact
benefice
beneficiate
benefit
benficiate
benight
benumb
be on
be on cloud nine
be on the ball
beplaster
bequeath
be quiet
berate
bereave
berry
berth
beseech
beseem
beset
beshrew
be sick
besiege
besmear
besmirch
besot
bespangle
bespatter
bespeak
bespeckle
bespot
besprinkle
best
bestialise
bestialize
bestir
bestir oneself
bestow
bestrew
bestride
bet
betake oneself
bethink
betide
betoken
bet on
betray
betroth
better
bevel
bewail
beware
be well
bewhisker
bewilder
bewitch
be with it
bewray
bias
bib
bicker
bicycle
bid
bide
biff
bifurcate
bight
bike
bilge
bilk
bill
billet
billow
bin
bind
bind off
bind over
binge
bioassay
biodegrade
birch
bird
birdie
birdlime
birdnest
bird-nest
birdwatch
birl
birle
birr
birth
bisect
bitch
bite
bite off
bite out
bitt
bitter
bituminise
bituminize
bivouac
blab
blabber
blab out
black
blackball
blackberry
blacken
blacken out
blackguard
blackjack
blacklead
blackleg
blacklist
blackmail
black market
black marketeer
black out
blacktop
blackwash
blame
blanch
blandish
blank
blanket
blanket jam
blank out
blare
blare out
blarney
blaspheme
blast
blast off
blat
blate
blather
blat out
blaze
blaze away
blaze out
blaze up
blazon
blazon out
bleach
bleach out
blear
bleat
bleed
bleep
blemish
blench
blend
blend in
bless
blether
blight
blind
blindfold
blindside
blink
blink away
blinker
blister
blither
blitz
blitzkrieg
bloat
blob
block
blockade
block off
block out
block up
blog
blood
bloody
bloom
blossom
blossom forth
blossom out
blot
blotch
blot out
bloviate
blow
blow a fuse
blow-dry
blow off
blow one's stack
blow out
blow out of the water
blow over
blow up
blub
blubber
blubber out
bludgeon
blue
blue-pencil
blueprint
bluff
bluff out
blunder
blunder out
blunt
blur
blurt
blurt out
blush
bluster
board
board up
boast
boat
boat-race
bob
bob about
bob around
bobble
bobsled
bob under
bob up
bode
bodge
body
body forth
body guard
bodypaint
body-surf
bog
bog down
bogey
boggle
boil
boil down
boil over
boldface
bollix
bollix up
bollocks
bollocks up
bolshevise
bolshevize
bolster
bolster up
bolt
bolt down
bolt out
bomb
bombard
bombilate
bombinate
bomb out
bombproof
bomb up
bond
bonderise
bonderize
bone
bone up
bong
bonk
bonnet
boo
boob
boogie
book
book up
boom
boomerang
boom out
boondoggle
boost
boost up
boot
bootleg
bootlick
boot out
bootstrap
booze
bop
border
border on
bore
borrow
bosom
boss
boss around
botanise
botanize
botch
botch up
bother
bottle
bottlefeed
bottleneck
bottle up
bottom
bottom out
bounce
bounce back
bounce out
bound
bound off
bourgeon
bouse
bow
bowdlerise
bowdlerize
bow down
bower
bowl
bowl over
bow out
bowse
box
box in
box up
boycott
brabble
brace
brace oneself for
brace up
brachiate
bracket
bracket out
brad
brag
braid
brail
braille
brain
brainstorm
brainwash
braise
brake
branch
branch out
brand
brandish
brandmark
brattice
brattle
brave
brave out
bravo
brawl
bray
braze
brazen
breach
bread
break
break apart
break away
break bread
break camp
break dance
break-dance
break down
break even
breakfast
break in
break into
break loose
break off
break one's back
break open
break out
break short
break someone's heart
break through
break up
break water
break wind
break with
bream
breast
breastfeed
breaststroke
breathalyse
breathalyze
breathe
breathe in
breathe out
brecciate
breed
breeze
breeze through
brevet
brew
bribe
brick in
brick over
brick up
bridge
bridge over
bridle
bridle at
bridle up
brief
brigade
brighten
brim
brim over
brine
bring
bring about
bring around
bring back
bring down
bring forth
bring forward
bring home
bring home the bacon
bring in
bring off
bring on
bring oneself
bring out
bring outside
bring round
bring through
bring to
bring to bear
bring up
brisk
brisken
brisk up
bristle
bristle at
bristle up
broach
broadcast
broaden
broadside
brocade
broider
broil
broker
bromate
brominate
bronze
brooch
brood
brook
broom
browbeat
brown
brown-nose
browse
bruise
bruit
brunch
brush
brush aside
brush down
brush off
brush on
brush up
brutalise
brutalize
bubble
bubble over
bubble up
buccaneer
buck
bucket
bucket along
buckle
buckle down
buckle under
buckram
buck up
bud
budge
budget
budget for
buff
buffalo
buffer
buffet
bug
bugger
bugger off
bugle
bug out
build
build in
build on
build up
build upon
bulge
bulge out
bulk
bulk large
bull
bulldog
bulldoze
bulletin
bulletproof
bullet vote
bullshit
bull through
bully
bully off
bullyrag
bulwark
bum
bum about
bum around
bumble
bump
bump around
bump into
bump off
bump up
bunch
bunch together
bunch up
bunco
bundle
bundle off
bundle up
bung
bungle
bunk
bunk down
bunker
bunk off
bunt
buoy
buoy up
bur
burble
burden
burgeon
burgeon forth
burglarise
burglarize
burgle
burke
burl
burlesque
burn
burn down
burnish
burn off
burn out
burn up
burp
burr
burrow
burst
burst forth
burst in on
burst out
burst upon
burthen
bury
bus
bush
bushel
bush out
bushwhack
busk
buss
bust
bustle
bustle about
bust up
busy
butcher
butt
butt against
butter
butterfly
butter up
butt in
button
butt on
buttonhole
button up
buttress
buttweld
butt-weld
butylate
buy
buy at
buy back
buy food
buy in
buy into
buy it
buy off
buy out
buy the farm
buy time
buy up
buzz
buzz off
by-bid
bypass
cab
cabal
cabbage
cabin
cable
ca-ca
cache
cachinnate
cackel
cackle
caddie
caddy
cadge
cage
cage in
cajole
cake
cakewalk
calcify
calcimine
calcine
calculate
calendar
calender
calibrate
caliper
calk
call
call at
call attention
call back
call down
call for
call forth
calligraph
call in
call into question
calliper
call it a day
call it quits
call off
call on
call one's bluff
call on the carpet
callous
call out
call the shots
call the tune
call to order
call up
callus
calm
calm down
calumniate
calve
camber
camouflage
camp
campaign
camp down
camphorate
camp out
can
canal
canalise
canalize
cancel
cancel out
candle
candy
cane
canker
cannibalise
cannibalize
cannon
cannonade
cannonball along
cannulate
cannulise
cannulize
canoe
canonise
canonize
canoodle
canopy
cant
canter
cantilever
cantillate
canton
cant over
canulate
canvas
canvass
cap
capacitate
caparison
caper
capitalise
capitalize
capitulate
cap off
caponise
caponize
capriole
capsize
capsulate
capsule
capsulise
capsulize
captain
caption
captivate
capture
caracole
caramelise
caramelize
caravan
carbonate
